player,playerLabel,sitelinks
http://www.wikidata.org/entity/Q312643,Bob Cousy,46
http://www.wikidata.org/entity/Q7172014,Pete Hegseth,46
http://www.wikidata.org/entity/Q17717,Oscar Robertson,45
http://www.wikidata.org/entity/Q270966,Reggie Miller,45
http://www.wikidata.org/entity/Q275889,Marc Gasol,45
http://www.wikidata.org/entity/Q202295,Tracy McGrady,45
http://www.wikidata.org/entity/Q231983,Babe Didrikson Zaharias,45
http://www.wikidata.org/entity/Q245222,Toni Kukoč,45
http://www.wikidata.org/entity/Q309590,Jeremy Lin,45
http://www.wikidata.org/entity/Q313481,Dikembe Mutombo,45
http://www.wikidata.org/entity/Q2925780,Brittney Griner,45
http://www.wikidata.org/entity/Q44378,Paul Wight,44
http://www.wikidata.org/entity/Q622308,Damian Lillard,44
http://www.wikidata.org/entity/Q316179,Moses Malone,44
http://www.wikidata.org/entity/Q316246,Phil Jackson,44
http://www.wikidata.org/entity/Q271933,Patrick Ewing,43
http://www.wikidata.org/entity/Q274469,Rajon Rondo,43
http://www.wikidata.org/entity/Q158123,Franz Vranitzky,43
http://www.wikidata.org/entity/Q277780,Peja Stojaković,43
http://www.wikidata.org/entity/Q294788,Andrei Kirilenko,43
http://www.wikidata.org/entity/Q212421,Ricky Rubio,43
http://www.wikidata.org/entity/Q241261,Vince Carter,43
http://www.wikidata.org/entity/Q295322,Metta Sandiford-Artest,43
http://www.wikidata.org/entity/Q298531,Chauncey Billups,43
http://www.wikidata.org/entity/Q298512,Isiah Thomas,43
http://www.wikidata.org/entity/Q298981,Hidayet Türkoğlu,43
http://www.wikidata.org/entity/Q136816,Andre Iguodala,42
http://www.wikidata.org/entity/Q71127,John Havlicek,42
http://www.wikidata.org/entity/Q221341,Jason Kidd,42
http://www.wikidata.org/entity/Q297221,Kevin Love,42
http://www.wikidata.org/entity/Q357458,Elgin Baylor,42
http://www.wikidata.org/entity/Q927916,Jim Brown,42
http://www.wikidata.org/entity/Q973121,Paul George,42
http://www.wikidata.org/entity/Q498348,Jimmy Butler,42
http://www.wikidata.org/entity/Q20031362,Devin Booker,42
http://www.wikidata.org/entity/Q275183,Luol Deng,41
http://www.wikidata.org/entity/Q296403,Lamar Odom,41
http://www.wikidata.org/entity/Q310108,Gilbert Arenas,41
http://www.wikidata.org/entity/Q313389,Serge Ibaka,41
http://www.wikidata.org/entity/Q717344,Bojan Bogdanović,41
http://www.wikidata.org/entity/Q2614593,Draymond Green,41
http://www.wikidata.org/entity/Q435891,Sergei Belov,40
http://www.wikidata.org/entity/Q314430,Miloš Teodosić,40
http://www.wikidata.org/entity/Q452605,Rafer Johnson,40
http://www.wikidata.org/entity/Q3446792,Rudy Gobert,40
http://www.wikidata.org/entity/Q32860369,Shai Gilgeous-Alexander,40
http://www.wikidata.org/entity/Q72941595,Victor Wembanyama,40
http://www.wikidata.org/entity/Q270981,Amar'e Stoudemire,39
http://www.wikidata.org/entity/Q270975,Rasheed Wallace,39
http://www.wikidata.org/entity/Q155928,Avery Brundage,39
http://www.wikidata.org/entity/Q295340,Clyde Drexler,39
http://www.wikidata.org/entity/Q310541,Juan Carlos Navarro,39
http://www.wikidata.org/entity/Q311533,Dominique Wilkins,39
http://www.wikidata.org/entity/Q311735,Joakim Noah,39
http://www.wikidata.org/entity/Q363246,Bill Walton,39
http://www.wikidata.org/entity/Q319614,Zaza Pachulia,39
http://www.wikidata.org/entity/Q21623063,Jayson Tatum,39
http://www.wikidata.org/entity/Q40444,Kevin McHale,38
http://www.wikidata.org/entity/Q129668,2 Chainz,38
http://www.wikidata.org/entity/Q58335,Leandro Barbosa,38
http://www.wikidata.org/entity/Q289398,Chris Mullin,38
http://www.wikidata.org/entity/Q295364,Ben Wallace,38
http://www.wikidata.org/entity/Q295521,Tayshaun Prince,38
http://www.wikidata.org/entity/Q298496,Deron Williams,38
http://www.wikidata.org/entity/Q309872,Gary Payton,38
http://www.wikidata.org/entity/Q311869,Shawn Marion,38
http://www.wikidata.org/entity/Q314185,George Mikan,38
http://www.wikidata.org/entity/Q369532,Goran Dragić,38
http://www.wikidata.org/entity/Q366505,Jerry Lucas,38
http://www.wikidata.org/entity/Q523630,Steve Kerr,38
http://www.wikidata.org/entity/Q456374,DeMar DeRozan,38
http://www.wikidata.org/entity/Q316106,José Calderón,38
http://www.wikidata.org/entity/Q316183,Pete Maravich,38
http://www.wikidata.org/entity/Q297146,Tyson Chandler,37
http://www.wikidata.org/entity/Q311546,Andrew Bogut,37
http://www.wikidata.org/entity/Q434824,Rick Barry,37
http://www.wikidata.org/entity/Q368561,Bob Pettit,37
http://www.wikidata.org/entity/Q314614,Robert Parish,37
http://www.wikidata.org/entity/Q622213,Jrue Holiday,37
http://www.wikidata.org/entity/Q316243,LaMarcus Aldridge,37
http://www.wikidata.org/entity/Q6372315,Karl-Anthony Towns,37
http://www.wikidata.org/entity/Q72353,Žydrūnas Ilgauskas,36
http://www.wikidata.org/entity/Q280793,Kevin Nash,36
http://www.wikidata.org/entity/Q348032,Šarūnas Marčiulionis,36
http://www.wikidata.org/entity/Q240672,Sue Bird,36
http://www.wikidata.org/entity/Q352114,Nicolas Batum,36
http://www.wikidata.org/entity/Q358723,Marcin Gortat,36
http://www.wikidata.org/entity/Q310411,Carlos Boozer,36
http://www.wikidata.org/entity/Q311895,Grant Hill,36
http://www.wikidata.org/entity/Q362872,James Worthy,36
http://www.wikidata.org/entity/Q313479,Manute Bol,36
http://www.wikidata.org/entity/Q313622,Dejan Bodiroga,36
http://www.wikidata.org/entity/Q380033,Aleksandar Đorđević,36
http://www.wikidata.org/entity/Q380018,Jonas Valančiūnas,36
http://www.wikidata.org/entity/Q715618,Enes Kanter Freedom,36
http://www.wikidata.org/entity/Q316161,Lenny Wilkens,36
http://www.wikidata.org/entity/Q316256,Darko Miličić,36
http://www.wikidata.org/entity/Q316336,Ersan İlyasova,36
http://www.wikidata.org/entity/Q317527,Boris Diaw,36
http://www.wikidata.org/entity/Q334702,Alexey Shved,36
http://www.wikidata.org/entity/Q335762,Pat Riley,36
http://www.wikidata.org/entity/Q551032,John Wooden,36
http://www.wikidata.org/entity/Q553512,JaVale McGee,36
http://www.wikidata.org/entity/Q5289916,Domantas Sabonis,36
http://www.wikidata.org/entity/Q250534,Álex Abrines,35
http://www.wikidata.org/entity/Q257980,Lisa Leslie,35
http://www.wikidata.org/entity/Q150502,Muggsy Bogues,35
http://www.wikidata.org/entity/Q240726,Diana Taurasi,35
http://www.wikidata.org/entity/Q352093,Doc Rivers,35
http://www.wikidata.org/entity/Q310281,Elton Brand,35
http://www.wikidata.org/entity/Q310968,Alonzo Mourning,35
http://www.wikidata.org/entity/Q311542,Mike Bibby,35
http://www.wikidata.org/entity/Q312651,Rudy Fernández,35
http://www.wikidata.org/entity/Q443724,Marco Belinelli,35
http://www.wikidata.org/entity/Q316252,Šarūnas Jasikevičius,35
http://www.wikidata.org/entity/Q316253,Andrea Bargnani,35
http://www.wikidata.org/entity/Q316258,Emeka Okafor,35
http://www.wikidata.org/entity/Q15908942,Zach LaVine,35
http://www.wikidata.org/entity/Q15920046,Joel Embiid,35
http://www.wikidata.org/entity/Q59656031,Ja Morant,35
http://www.wikidata.org/entity/Q264393,Dave Cowens,34
http://www.wikidata.org/entity/Q132208,Joe Johnson,34
http://www.wikidata.org/entity/Q270653,Lauren Jackson,34
http://www.wikidata.org/entity/Q60118,Danilo Gallinari,34
http://www.wikidata.org/entity/Q352668,Timofey Mozgov,34
http://www.wikidata.org/entity/Q297474,Ömer Aşık,34
http://www.wikidata.org/entity/Q357438,Nenê,34
http://www.wikidata.org/entity/Q313485,Brandon Roy,34
http://www.wikidata.org/entity/Q313487,Greg Oden,34
http://www.wikidata.org/entity/Q313488,Michael Redd,34
http://www.wikidata.org/entity/Q313499,Jermaine O'Neal,34
http://www.wikidata.org/entity/Q313510,Richard Hamilton,34
http://www.wikidata.org/entity/Q314071,Luis Scola,34
http://www.wikidata.org/entity/Q314415,Chris Webber,34
http://www.wikidata.org/entity/Q611560,Nikola Mirotić,34
http://www.wikidata.org/entity/Q974603,Kyle Lowry,34
http://www.wikidata.org/entity/Q315104,Nate Robinson,34
http://www.wikidata.org/entity/Q317583,Gerald Wallace,34
http://www.wikidata.org/entity/Q336581,Red Auerbach,34
http://www.wikidata.org/entity/Q464312,DeMarcus Cousins,34
http://www.wikidata.org/entity/Q4758911,Andrew Wiggins,34
http://www.wikidata.org/entity/Q14834367,Kristaps Porziņģis,34
http://www.wikidata.org/entity/Q10862660,Dennis Schröder,34
http://www.wikidata.org/entity/Q19664817,Jaylen Brown,34
http://www.wikidata.org/entity/Q30122104,Donovan Mitchell,34
http://www.wikidata.org/entity/Q115915,Jusuf Nurkić,33
http://www.wikidata.org/entity/Q142214,Dino Rađa,33
http://www.wikidata.org/entity/Q60478,DeAndre Jordan,33
http://www.wikidata.org/entity/Q348696,Walt Frazier,33
http://www.wikidata.org/entity/Q352168,Tiago Splitter,33
http://www.wikidata.org/entity/Q433045,Uļjana Semjonova,33
http://www.wikidata.org/entity/Q313486,Baron Davis,33
http://www.wikidata.org/entity/Q370275,Rudy Gay,33
http://www.wikidata.org/entity/Q380515,Willis Reed,33
http://www.wikidata.org/entity/Q456730,Gregg Popovich,33
http://www.wikidata.org/entity/Q316577,Jorge Garbajosa,33
http://www.wikidata.org/entity/Q317209,Penny Hardaway,33
http://www.wikidata.org/entity/Q336030,Isaiah Thomas,33
http://www.wikidata.org/entity/Q337370,John Wall,33
http://www.wikidata.org/entity/Q558324,Sinbad,33
http://www.wikidata.org/entity/Q558663,Khris Middleton,33
http://www.wikidata.org/entity/Q12058834,Aaron Gordon,33
http://www.wikidata.org/entity/Q20711111,Jamal Murray,33
http://www.wikidata.org/entity/Q23541220,Pascal Siakam,33
http://www.wikidata.org/entity/Q21620668,Bam Adebayo,33
http://www.wikidata.org/entity/Q63190352,Tyrese Haliburton,33
http://www.wikidata.org/entity/Q1685,Jason Richardson,32
http://www.wikidata.org/entity/Q77044,Chris Kaman,32
http://www.wikidata.org/entity/Q57596,Shawn Bradley,32
http://www.wikidata.org/entity/Q278116,Carlos Delfino,32
http://www.wikidata.org/entity/Q222851,Harrison Barnes,32
http://www.wikidata.org/entity/Q352073,Shareef Abdur-Rahim,32
http://www.wikidata.org/entity/Q352110,George Gervin,32
http://www.wikidata.org/entity/Q245990,Bogdan Bogdanović,32
http://www.wikidata.org/entity/Q359052,Sergio Llull,32
http://www.wikidata.org/entity/Q360993,Eric Gordon,32
http://www.wikidata.org/entity/Q361587,Kevin Peter Hall,32
http://www.wikidata.org/entity/Q435875,Krešimir Ćosić,32
http://www.wikidata.org/entity/Q952921,Patty Mills,32
http://www.wikidata.org/entity/Q1554023,Willy Hernangómez,32
http://www.wikidata.org/entity/Q2337837,Elsa Hosk,32
http://www.wikidata.org/entity/Q382295,Marc Blucas,32
http://www.wikidata.org/entity/Q460116,Gheorghe Mureșan,32
http://www.wikidata.org/entity/Q318926,Sasha Vujačić,32
http://www.wikidata.org/entity/Q319336,Stephon Marbury,32
http://www.wikidata.org/entity/Q2504840,Evan Fournier,32
http://www.wikidata.org/entity/Q470639,Dražen Dalipagić,32
http://www.wikidata.org/entity/Q470933,Mirza Delibašić,32
http://www.wikidata.org/entity/Q504025,Bill Bradley,32
http://www.wikidata.org/entity/Q3016542,Darren Randolph,32
http://www.wikidata.org/entity/Q4717362,Alex Len,32
http://www.wikidata.org/entity/Q22959347,Rui Hachimura,32
http://www.wikidata.org/entity/Q29165842,Zion Williamson,32
http://www.wikidata.org/entity/Q23542695,Lonzo Ball,32
http://www.wikidata.org/entity/Q125060,Sergio Rodríguez,31
http://www.wikidata.org/entity/Q348598,Joe Dumars,31
http://www.wikidata.org/entity/Q897000,Bradley Beal,31
http://www.wikidata.org/entity/Q242278,Candace Parker,31
http://www.wikidata.org/entity/Q358704,Jeff Green,31
http://www.wikidata.org/entity/Q311832,Rimas Kurtinaitis,31
http://www.wikidata.org/entity/Q313473,Earl Boykins,31
http://www.wikidata.org/entity/Q363409,David Andersen,31
http://www.wikidata.org/entity/Q369109,JJ Redick,31
http://www.wikidata.org/entity/Q440121,Dave Bing,31
http://www.wikidata.org/entity/Q440324,Erik Spoelstra,31
http://www.wikidata.org/entity/Q375525,Kyle Korver,31
http://www.wikidata.org/entity/Q375767,Mitch Richmond,31
http://www.wikidata.org/entity/Q441654,Jan Veselý,31
http://www.wikidata.org/entity/Q659886,Nikola Vučević,31
http://www.wikidata.org/entity/Q456766,Paul Arizin,31
http://www.wikidata.org/entity/Q460131,Brook Lopez,31
http://www.wikidata.org/entity/Q317021,Jameer Nelson,31
http://www.wikidata.org/entity/Q317045,Mehmet Okur,31
http://www.wikidata.org/entity/Q318938,Bubba Smith,31
http://www.wikidata.org/entity/Q318929,Danny Granger,31
http://www.wikidata.org/entity/Q335767,Ramūnas Šiškauskas,31
http://www.wikidata.org/entity/Q2526170,Dario Šarić,31
http://www.wikidata.org/entity/Q470698,Mirza Teletović,31
http://www.wikidata.org/entity/Q966111,Tomáš Satoranský,31
http://www.wikidata.org/entity/Q6758454,Marcus Smart,31
http://www.wikidata.org/entity/Q7614435,Steven Adams,31
http://www.wikidata.org/entity/Q18638003,Ben Simmons,31
http://www.wikidata.org/entity/Q19706820,Lauri Markkanen,31
http://www.wikidata.org/entity/Q28741203,LaMelo Ball,31
http://www.wikidata.org/entity/Q18749170,D'Angelo Russell,31
http://www.wikidata.org/entity/Q29045112,Trae Young,31
http://www.wikidata.org/entity/Q150510,Shawn Kemp,30
http://www.wikidata.org/entity/Q166871,Kemba Walker,30
http://www.wikidata.org/entity/Q349922,Arne Duncan,30
http://www.wikidata.org/entity/Q240690,Becky Hammon,30
http://www.wikidata.org/entity/Q352145,Felipe Reyes,30
http://www.wikidata.org/entity/Q352162,Dennis Johnson,30
http://www.wikidata.org/entity/Q919197,Gordon Hayward,30
http://www.wikidata.org/entity/Q352696,Michael Beasley,30
http://www.wikidata.org/entity/Q393705,Željko Obradović,30
http://www.wikidata.org/entity/Q312648,Jason Terry,30
http://www.wikidata.org/entity/Q370486,Mario Chalmers,30
http://www.wikidata.org/entity/Q705738,Chuck Connors,30
http://www.wikidata.org/entity/Q377693,Richard Jefferson,30
http://www.wikidata.org/entity/Q380030,Kšyštof Lavrinovič,30
http://www.wikidata.org/entity/Q514456,Dolph Schayes,30
http://www.wikidata.org/entity/Q447286,Jamal Crawford,30
http://www.wikidata.org/entity/Q598416,Jo Jo White,30
http://www.wikidata.org/entity/Q456776,Wes Unseld,30
http://www.wikidata.org/entity/Q524480,Shane Battier,30
http://www.wikidata.org/entity/Q314822,Andrew Bynum,30
http://www.wikidata.org/entity/Q316261,Linas Kleiza,30
http://www.wikidata.org/entity/Q316580,Viktor Khryapa,30
http://www.wikidata.org/entity/Q319313,Josh Smith,30
http://www.wikidata.org/entity/Q529344,Ron Wyden,30
http://www.wikidata.org/entity/Q547089,Juan Luis Cipriani Thorne,30
http://www.wikidata.org/entity/Q14469440,Dante Exum,30
http://www.wikidata.org/entity/Q4772101,Anthony Bennett,30
http://www.wikidata.org/entity/Q13860876,Cedi Osman,30
http://www.wikidata.org/entity/Q175441,Rashard Lewis,29
http://www.wikidata.org/entity/Q201365,Micheline Ostermeyer,29
http://www.wikidata.org/entity/Q348734,Taj Gibson,29
http://www.wikidata.org/entity/Q736301,Bismack Biyombo,29
http://www.wikidata.org/entity/Q351032,Sergei Monia,29
http://www.wikidata.org/entity/Q352319,Tim Hardaway,29
http://www.wikidata.org/entity/Q918596,Patrick Beverley,29
http://www.wikidata.org/entity/Q357757,Mark Eaton,29
http://www.wikidata.org/entity/Q358108,Trevor Ariza,29
http://www.wikidata.org/entity/Q433148,Christian Laettner,29
http://www.wikidata.org/entity/Q313045,Jordan Farmar,29
http://www.wikidata.org/entity/Q433813,Nikos Galis,29
http://www.wikidata.org/entity/Q363445,Anderson Varejão,29
http://www.wikidata.org/entity/Q364321,Fabricio Oberto,29
http://www.wikidata.org/entity/Q314409,Brandon Jennings,29
http://www.wikidata.org/entity/Q314413,Kirk Hinrich,29
http://www.wikidata.org/entity/Q370268,Caron Butler,29
http://www.wikidata.org/entity/Q2434352,Matthew Dellavedova,29
http://www.wikidata.org/entity/Q371193,J. J. Barea,29
http://www.wikidata.org/entity/Q372180,Ron Harper,29
http://www.wikidata.org/entity/Q372500,Dušan Ivković,29
http://www.wikidata.org/entity/Q380006,Darius Songaila,29
http://www.wikidata.org/entity/Q380812,Andris Biedriņš,29
http://www.wikidata.org/entity/Q440357,Sam Jones,29
http://www.wikidata.org/entity/Q443412,Tony Allen,29
http://www.wikidata.org/entity/Q669334,J. R. Smith,29
http://www.wikidata.org/entity/Q444027,Andrés Nocioni,29
http://www.wikidata.org/entity/Q717944,Chris Andersen,29
http://www.wikidata.org/entity/Q521931,Al Horford,29
http://www.wikidata.org/entity/Q451780,"Nate ""Tiny"" Archibald",29
http://www.wikidata.org/entity/Q456600,Preguinho,29
http://www.wikidata.org/entity/Q614904,Isabelle Yacoubou,29
http://www.wikidata.org/entity/Q1277708,Boban Marjanović,29
http://www.wikidata.org/entity/Q983599,Tornike Shengelia,29
http://www.wikidata.org/entity/Q317065,Antonio McDyess,29
http://www.wikidata.org/entity/Q317037,Kwame Brown,29
http://www.wikidata.org/entity/Q317050,Thodoris Papaloukas,29
http://www.wikidata.org/entity/Q318908,Ben Gordon,29
http://www.wikidata.org/entity/Q1797248,Oscar Schmidt,29
http://www.wikidata.org/entity/Q334470,Jason Kapono,29
http://www.wikidata.org/entity/Q337729,Glen Davis,29
http://www.wikidata.org/entity/Q549942,Ronald D. Moore,29
http://www.wikidata.org/entity/Q553232,Bob McAdoo,29
http://www.wikidata.org/entity/Q508713,Pero Antić,29
http://www.wikidata.org/entity/Q555436,Danny Green,29
http://www.wikidata.org/entity/Q512310,Nemanja Bjelica,29
http://www.wikidata.org/entity/Q561862,Petteri Koponen,29
http://www.wikidata.org/entity/Q961786,Nate Thurmond,29
http://www.wikidata.org/entity/Q3194911,Kelly Olynyk,29
http://www.wikidata.org/entity/Q2024753,Mario Hezonja,29
http://www.wikidata.org/entity/Q13562909,Kentavious Caldwell-Pope,29
http://www.wikidata.org/entity/Q5638484,Hafþór Júlíus Björnsson,29
http://www.wikidata.org/entity/Q15623860,Julius Randle,29
http://www.wikidata.org/entity/Q30122669,Derrick White,29
http://www.wikidata.org/entity/Q60951627,Anthony Edwards,29
http://www.wikidata.org/entity/Q106298476,Caitlin Clark,29
http://www.wikidata.org/entity/Q131942,Kendrick Perkins,28
http://www.wikidata.org/entity/Q139376,Zach Randolph,28
http://www.wikidata.org/entity/Q47085,Olga Fikotová,28
http://www.wikidata.org/entity/Q61675,Detlef Schrempf,28
http://www.wikidata.org/entity/Q350464,Adam Morrison,28
http://www.wikidata.org/entity/Q352064,Yi Jianlian,28
http://www.wikidata.org/entity/Q352118,Mo Williams,28
http://www.wikidata.org/entity/Q358093,Hasheem Thabeet,28
http://www.wikidata.org/entity/Q359370,Rasho Nesterović,28
http://www.wikidata.org/entity/Q359401,Pablo Prigioni,28
http://www.wikidata.org/entity/Q360894,Raül López,28
http://www.wikidata.org/entity/Q360955,Sam Cassell,28
http://www.wikidata.org/entity/Q361134,Marcus Camby,28
http://www.wikidata.org/entity/Q362214,Kenyon Martin,28
http://www.wikidata.org/entity/Q363421,Kris Humphries,28
http://www.wikidata.org/entity/Q364394,Robert Horry,28
http://www.wikidata.org/entity/Q314621,Derek Fisher,28
http://www.wikidata.org/entity/Q371250,Sasha Kaun,28
http://www.wikidata.org/entity/Q698125,Aron Baynes,28
http://www.wikidata.org/entity/Q376586,Ryan Anderson,28
http://www.wikidata.org/entity/Q380008,Darjuš Lavrinovič,28
